profile_url,likes,comments,timestamp,type,caption,url,shortcode
https://www.instagram.com/nasa,122000,420,2026-04-29T14:00:00Z,Video,Watch the breathtaking flight path of a research rocket ascending into the upper atmospheric layers over Alaska. Gathering critical thermosphere ionization datasets. #rocket #science #space #nasa,https://www.instagram.com/p/C6uv1v3u8u1/,C6uv1v3u8u1
https://www.instagram.com/nasa,105000,340,2026-04-27T11:45:00Z,Image,Deep field observation isolating high-redshift early galaxies in the infant universe. These cosmic artifacts challenge traditional galactic formation timelines. #jwst #galaxy #science #space #nasa,https://www.instagram.com/p/C6sv1v3u9v2/,C6sv1v3u9v2
https://www.instagram.com/nasa,115000,395,2026-04-25T09:00:00Z,Carousel,Stunning lunar eclipse sequences captured across multiple observatory stations in South America. Swipe to see totality color shifts under shadows. #eclipse #moon #science #space #nasa,https://www.instagram.com/p/C6qv1v3u0w3/,C6qv1v3u0w3
https://www.instagram.com/nasa,127000,445,2026-04-23T16:00:00Z,Image,Vibrant Hubble legacy visualization tracking supernova remnant gas expansions in the Crab Nebula. These shockwave dynamics enrich interstellar mediums. #hubble #nebula #science #space #nasa,https://www.instagram.com/p/C6ov1v3u1x4/,C6ov1v3u1x4
https://www.instagram.com/nasa,136000,480,2026-04-21T13:30:00Z,Video,Take a virtual tour of the ISS Cupola module. Astronauts capture 360-degree views of home while floating 250 miles above oceans. #iss #earth #photography #space #nasa,https://www.instagram.com/p/C6mv1v3u2y5/,C6mv1v3u2y5
https://www.instagram.com/rvcjinsta,15000,250,2026-05-18T12:00:00Z,Image,Hottest Places In India 🌡️ Summer heat is breaking all records this year! How hot is it in your city? Tell us in the comments! #rvcjinsta #india #hottest #trending #summer,https://www.instagram.com/p/C7H2Bv9u2j6/,C7H2Bv9u2j6
https://www.instagram.com/rvcjinsta,18000,310,2026-05-17T14:30:00Z,Video,Public review of the latest blockbuster movie! The public response is absolutely hilarious. Tag a friend who must watch this! #rvcjinsta #trending #movie #bollywood #fun #meme,https://www.instagram.com/p/C7Fc8v2u5k9/,C7Fc8v2u5k9
https://www.instagram.com/rvcjinsta,22000,420,2026-05-15T09:15:00Z,Carousel,Unusual facts about Indian cricket history that will blow your mind! 🇮🇳 Swipe to see the records. #rvcjinsta #india #trending #cricket #sports #fact,https://www.instagram.com/p/C7C15v7u8m4/,C7C15v7u8m4
https://www.instagram.com/rvcjinsta,12000,190,2026-05-13T16:45:00Z,Image,When you think the weekend is here but it's only Wednesday 😭 Tag your work bestie right now! #rvcjinsta #trending #fun #meme #corporate,https://www.instagram.com/p/C6903v4u9n5/,C6903v4u9n5
https://www.instagram.com/rvcjinsta,14500,220,2026-05-11T11:00:00Z,Image,Golden rule of every Indian household: Don't touch the remote when father is watching news! 📺 #rvcjinsta #india #trending #fun #meme #family,https://www.instagram.com/p/C67X2v5u1o6/,C67X2v5u1o6
https://www.instagram.com/rvcjinsta,16500,270,2026-05-09T08:20:00Z,Image,Expectation vs Reality of visiting your favorite holiday destination in peak season! ✈️ #rvcjinsta #trending #fun #meme #travel,https://www.instagram.com/p/C64v1v3u2p7/,C64v1v3u2p7
https://www.instagram.com/rvcjinsta,21000,380,2026-05-07T13:10:00Z,Video,This street food vendor in Mumbai is making unique chocolate sandwich and users are going crazy! 🥪 #rvcjinsta #india #trending #food #mumbai #fun,https://www.instagram.com/p/C62h1v3u4q8/,C62h1v3u4q8
https://www.instagram.com/rvcjinsta,13000,210,2026-05-05T15:40:00Z,Carousel,Top 5 highest peaks in India that every adventurer must explore once! Swipe to see the jaw-dropping views. #rvcjinsta #india #trending #travel #adventure,https://www.instagram.com/p/C60b1v3u5r9/,C60b1v3u5r9
https://www.instagram.com/rvcjinsta,17500,290,2026-05-03T10:30:00Z,Image,School friends vs College friends vs Corporate friends! Relatable? Tag them all! #rvcjinsta #trending #fun #meme #friends,https://www.instagram.com/p/C6yv1v3u6s0/,C6yv1v3u6s0
https://www.instagram.com/rvcjinsta,11000,150,2026-05-01T17:15:00Z,Image,When you try to sleep early but your brain starts planning to solve global warming at 2 AM 😭 #rvcjinsta #trending #fun #meme #nightlife,https://www.instagram.com/p/C6wv1v3u7t1/,C6wv1v3u7t1
https://www.instagram.com/rvcjinsta,19000,340,2026-04-29T14:00:00Z,Video,Brilliant match-winning performance by Team India! The celebration photos are here. 🇮🇳 #rvcjinsta #india #trending #cricket #sports #win,https://www.instagram.com/p/C6uv1v3u8u2/,C6uv1v3u8u2
https://www.instagram.com/rvcjinsta,15500,240,2026-04-27T11:45:00Z,Image,Parents when you score 95% in exams: 'What happened to the other 5%?' 💀 #rvcjinsta #india #trending #fun #meme #exam,https://www.instagram.com/p/C6sv1v3u9v3/,C6sv1v3u9v3
https://www.instagram.com/rvcjinsta,13500,200,2026-04-25T09:00:00Z,Carousel,Hidden gems in Delhi that you probably didn't know existed! Swipe to see location coordinates. #rvcjinsta #india #trending #travel #delhi,https://www.instagram.com/p/C6qv1v3u0w4/,C6qv1v3u0w4
https://www.instagram.com/rvcjinsta,18500,320,2026-04-23T16:00:00Z,Image,The struggles of waking up early for a 9 AM online meeting! Tag a sleepyhead. #rvcjinsta #trending #fun #meme #corporate,https://www.instagram.com/p/C6ov1v3u1x5/,C6ov1v3u1x5
https://www.instagram.com/rvcjinsta,20500,360,2026-04-21T13:30:00Z,Video,Behind the scenes of making your favorite comedy sketches! The bloopers are absolutely golden. 😂 #rvcjinsta #trending #fun #comedy #bollywood,https://www.instagram.com/p/C6mv1v3u2y6/,C6mv1v3u2y6
https://www.instagram.com/horocosmo/,188,0,2026-05-12T04:15:12.000Z,Sidecar,,https://www.instagram.com/p/DYOY6RZETJF/,DYOY6RZETJF
https://www.instagram.com/horocosmo/,177,1,2026-05-13T05:44:52.000Z,Sidecar,"Send this to yourself to claim 

Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYRH97ZESBx/,DYRH97ZESBx
https://www.instagram.com/horocosmo/,183,0,2026-05-21T12:53:16.000Z,Sidecar,"The New Moon in Taurus rises on May 16th — and it is one of the most grounding, abundant lunations of the year. 🌑🌿
Taurus is ruled by Venus — the planet of love, beauty, and wealth. A New Moon here is your cosmic green light to set intentions around money, self-worth, stability, and everything you want to build that lasts.
Here's what this New Moon is activating —
💰 Your relationship with money and what you believe you deserve to earn
🌸 Self-worth — are your standards matching your desires?
🏡 Stability in your body, home, and daily life
🌱 Long-term goals that require patience, not speed
And here's what to do on May 16th —
Write down one thing you are ready to build. Not wish for. Build. Place it somewhere you see it every morning. The New Moon in Taurus rewards those who show up quietly, consistently, and without doubt.
Plant the seed tonight. Trust the roots. 🌑
💬 What are you manifesting this New Moon? Say it below — speak it into existence 👇
🔮 Get your full personalised New Moon reading on the Horocosmo app — link in bio.

#NewMoon #TaurusNewMoon #NewMoonRitual #Horocosmo #MoonMagic #Manifestation",https://www.instagram.com/p/DYmfWoYmNA6/,DYmfWoYmNA6
https://www.instagram.com/horocosmo/,183,1,2026-05-12T13:41:10.000Z,Sidecar,"Most people will scroll past May 13th without knowing what it holds 🌙

Apara Ekadashi is one of the most powerful spiritual days of the year and it's arriving in days.
Swipe through to understand why this day matters and how to honour it. 🔱🙏

💬 Are you observing the fast? Drop 🙏 below.
🔮 Daily guidance on the Horocosmo app

link in bio.

#AparaEkadashi #Ekadashi2026 #LordVishnu #Astrology #Horocosmo",https://www.instagram.com/p/DYPZrmSk1Xv/,DYPZrmSk1Xv
https://www.instagram.com/horocosmo/,700,8,2026-05-15T15:27:58.000Z,Sidecar,"Shani Jayanti falls on May 16th and this year it carries rare, extraordinary power. 🪐

It lands on a Saturday, Saturn's own day, creating what Vedic astrology calls the Shani Amavasya Yoga, an alignment so rare that remedies performed today are believed to be a hundred times more powerful than on any ordinary Shani Jayanti.

Shani Dev is not who most people think he is. He is not here to destroy you. He is the Karmaphal Daata, the one who delivers the exact result of your actions, nothing more, nothing less. The person who lives with honesty, discipline, and compassion? Shani Dev becomes their greatest protector.

Today is your opportunity to seek his grace, cleanse past karma, and ask for the strength to walk a more aligned path going forward.

#shani #shanijayanti #Horocosmo #shanidev",https://www.instagram.com/p/DYXUSfUEw3m/,DYXUSfUEw3m
https://www.instagram.com/horocosmo/,156,1,2026-05-15T05:38:47.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYWQ3MbEcog/,DYWQ3MbEcog
https://www.instagram.com/horocosmo/,182,40,2026-05-21T16:13:39.000Z,Video,"Comment yours and 🌟 read about what you intuitively picked ↓

111: Your thoughts are powerful creators! This moment is asking you to align with what truly matters and trust the wisdom that’s emerging within you. You’re exactly where you need to be.

222: Balance is flowing into your life right now. Trust this cosmic alignment, partnerships and harmony are yours to claim. You’re supported in ways both seen and unseen.

333: Your creative spirit is awakening! This is your invitation to express your authentic voice and trust the guidance that’s coming through. You have important gifts to share.

444: You’re protected and supported through every step of your journey. Build from this solid foundation and know that stability is yours to claim. Your strength is undeniable.

555: Embrace the changes unfolding in your life! This energy is freeing you from old patterns and opening doors to new possibilities. You’re ready for this evolution.

666: It’s time to realign with what truly matters. Look inward and honor the balance between your material world and spiritual truth. Your inner wisdom knows the way.

777: The universe is confirming you’re on the right path! Trust this cosmic validation and keep moving forward with confidence. Your spiritual insight is expanding in powerful ways.

888: Abundance is flowing toward you! Your efforts are being recognized, and prosperity is yours to receive. Trust in this cycle of giving and receiving that you’ve created.

[ Angel Numbers, Universe Signs, Manifestation Numbers, 111, 222, 333, 444, 555, 666, 777, 888 ]

#Horocosmo #Astrology #AngelNumbers #Universe #Astrologer Zodiacs",https://www.instagram.com/p/DYm2NvfTxOa/,DYm2NvfTxOa
https://www.instagram.com/horocosmo/,159,1,2026-05-14T05:54:59.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYTt69vEd5o/,DYTt69vEd5o
https://www.instagram.com/horocosmo/,68,2,2026-05-10T13:15:00.000Z,Video,"Toh problem ye thi 😰
Lekin ab aage karna kya hai ? 

#horocosmo #astrology #astroarunpandit #stories #series",https://www.instagram.com/p/DYKNLGJy61T/,DYKNLGJy61T
https://www.instagram.com/horocosmo/,135,0,2026-05-22T00:30:53.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYnvHvLkyHh/,DYnvHvLkyHh
https://www.instagram.com/horocosmo/,854,0,2026-05-11T06:06:55.000Z,Sidecar,"Weekly Horoscope |  11 May – 16 May
🔮

Step into the week with clarity and cosmic insight! Your personalized Moon Sign predictions are here to light your path. 🌙✨

💬 Share your thoughts, wins, and reflections in the comments — we love hearing from you!

👉 Swipe to reveal this week’s powerful mantra and realign your energy with the universe. 🌌
Wishing you a harmonious and uplifting week ahead. 💫

✨ Curious about what the month holds? Dive into your Monthly Horoscope on Horocosmo — your ultimate celestial companion.
🔗 Tap the link in bio to explore!

राधे राधे 🙏

[Weekly Horoscope, Moon Sign Prediction, Astro Remedies, Vedic Astrology, Aaj Ka Rashifal, Astro Arun Pandit, Kundali Tips, Dainik Rashifal, Daily Astrology Tips, Best Astrologer Advice, Horocosmo]

#astrology #weeklyhoroscope #vedicastrology #astroarunpandit #horocosmo",https://www.instagram.com/p/DYMA5sdkQ0r/,DYMA5sdkQ0r
https://www.instagram.com/horocosmo/,2004,3,2026-05-11T06:09:20.000Z,Sidecar,"जानिए कैसा होगा आपका साप्ताहिक राशिफल 11 मई से 16 मई 2026 का…

कमेंट्स में अपने व्यूज शेयर करना न भूलें।

आपका सप्ताह खुशियों से भरा रहे..

Explore your horoscope, comment your experiences below, and let’s discuss!

Share this with friends and family, add it to your story, and tag @astroarunpandit to spread the astrological insights!

राधे राधे 🙏

[ Daily Horoscope, Moon Sign Prediction, Today’s Horoscope, Daily Horoscope By Astro Arun Pandit, Dainik Rashifal, Aaj Ka Rashifal, astrology, Daily Astro Remedies By Astro Arun Pandit, vedic astrology, best astrologer, vedic astrology, kundali, famous astrologer, astrology remedies ]

#dailyhoroscope #Horocosmo #astroarunpandit #astrology #bestastrologer",https://www.instagram.com/p/DYMBLXLERQt/,DYMBLXLERQt
https://www.instagram.com/horocosmo/,165,0,2026-05-07T03:27:07.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYBbbuOESTi/,DYBbbuOESTi
https://www.instagram.com/horocosmo/,135,0,2026-05-21T06:26:18.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYlzEbtkb7L/,DYlzEbtkb7L
https://www.instagram.com/horocosmo/,156,0,2026-05-16T06:44:36.000Z,Sidecar,"Comment CLAIM if you’re ready to align with this energy ✨

The way you begin your day shapes how you recognize opportunities — especially around money, growth, and the choices you make.

A simple affirmation can shift your mindset more than you realize.

Your daily horoscope offers deeper insight into the energies guiding your day.

For more personalized guidance, connect with our astrologers on the Horocosmo app.

#Horocosmo #Astrology #Astrologer #Affirmation",https://www.instagram.com/p/DYY9MDTEb63/,DYY9MDTEb63
https://www.instagram.com/natgeo,8230,115,2026-05-19T19:00:01.000Z,Image,"For many travelers, food is an integral part of what makes a destination “the best.” We couldn’t agree more. That’s why we asked our global writers and editors to follow their appetites to the most delicious—and intriguing—places. The result? 15 Best of the World Food experiences to build your next trip around. More than a pin on a map, these top spots reveal hidden histories, rising culinary stars, and surprising flavors that will leave you hungry for more.

From Europe’s next great dining destination to the American Midwest’s most vibrant food scene, explore Nat Geo's Best of the World 2026 Food experiences list at the link in bio. 

Photograph by Dylan Alcock",https://www.instagram.com/p/DYhxoDEk1NU/,DYhxoDEk1NU
https://www.instagram.com/natgeo,21627,93,2026-05-21T22:30:01.000Z,Image,"In 2015 in Tanzania’s Serengeti National Park, photographer @stephenwilkes and his assistant spent 26 hours perched above a watering hole, documenting elephants, zebras, and other wildlife as they moved across the landscape. To create the image, Wilkes combined a selection of more than 2,000 frames into a single layered composite—creating a sweeping portrait of life unfolding from night to day around the water’s edge.

Explore more iconic stories and images like this in our Nat Geo archive at the link in bio.",https://www.instagram.com/p/DYnViUdDgHB/,DYnViUdDgHB
https://www.instagram.com/natgeo,63365,182,2026-05-20T15:05:17.000Z,Sidecar,"These images from @stevewinterphoto in western India capture a species few people realize still survives outside Africa. Nearly 900 Asiatic lions roam in and around Gir National Park thanks to decades of conservation work. But as the lions travel beyond protected areas, many now move through the same landscapes where Maldhari herders raise buffalo, and farmers work the land. While local officials help nearby communities manage coexistence with the big cats, safeguarding their future is becoming increasingly complex.

Uncover more about the world’s last wild Asiatic lions at the link in bio.",https://www.instagram.com/p/DYkJqo9CGsU/,DYkJqo9CGsU
https://www.instagram.com/natgeo,30390,234,2026-05-20T13:00:03.000Z,Video,"Bees do so much for us, and we can do something to help them out in return.

This World Bee Day, learn more about how we can bee good to the bees by watching #SecretsOfTheBees, now streaming on @DisneyPlus and @hulu.",https://www.instagram.com/p/DYj0UnoiVAD/,DYj0UnoiVAD
https://www.instagram.com/natgeo,24362,123,2026-05-17T19:05:43.000Z,Video,"Is there anything more relaxing than the sound of a waterfall? 😌

#FiennesReturnToTheWild is now streaming on @DisneyPlus.",https://www.instagram.com/p/DYc2vTfACqQ/,DYc2vTfACqQ
https://www.instagram.com/natgeo,53496,319,2026-05-18T16:01:12.000Z,Video,"Each year, millions of antelope traverse South Sudan, moving toward permanent water and greener grass during the dry season and spreading out across tens of thousands of square miles when the rains return. For decades, the largest land mammal migration on Earth was masked by the brutal conflict in the region, but the relative peace of recent years has brought new pressures, as people looking to restart their lives are expanding settlements. Nat Geo photographer Marcus Westberg @marcuswestbergphotography has filmed this massive migration by drone, and his groundbreaking footage shows the immense scale of this natural wonder.

Learn more about current threats to the migration and the people who are trying to protect it at the link in bio.",https://www.instagram.com/p/DYfGX7hASV5/,DYfGX7hASV5
https://www.instagram.com/natgeo,16453,89,2026-05-19T21:00:03.000Z,Video,"Even in a galaxy far, far away, our own world shines through. Join Jon Favreau—director of Star Wars: The Mandalorian and Grogu and executive producer of National Geographic’s Lion—along with Sigourney Weaver and Pedro Pascal as they explore how nature inspired and shaped the world of The Mandalorian and Grogu.
 
Experience @StarWars: The Mandalorian and Grogu, only in theaters and IMAX, this Friday. National Geographic's Lion is coming soon.",https://www.instagram.com/p/DYh0pQXFWAf/,DYh0pQXFWAf
https://www.instagram.com/natgeo,62186,232,2026-05-20T21:42:06.000Z,Video,"A new study reveals that beluga whales can recognize themselves in mirrors, using the tools to peer at themselves, watch themselves do barrel rolls, and examine their own mouths. The whales join a small but growing group of animals, including great apes, magpies, and cleaner wrasse fish, who have an ability once thought to be uniquely human.

In this video, Natasha and her daughter Maris blow bubbles and perform barrel rolls, demonstrating mirror self-recognition with a mirror placed in their shared pool.

Find out what this means for beluga self-awareness and see more videos at the link in bio.",https://www.instagram.com/p/DYk3A6PGqTR/,DYk3A6PGqTR
https://www.instagram.com/natgeo,21090,517,2026-05-19T14:49:39.000Z,Image,"For years, scientists have attempted to replicate the natural design of the eggshell, and while they've successfully hatched chicks outside of their original eggs before, successfully replicating an egg has proven elusive—until now. The company Colossal Biosciences claims to have mastered a design, hatching 26 healthy chicks, including this one. While the report comes without a peer-reviewed paper, Colossal says the achievement is a key step toward resurrecting extinct species like the dodo. 

Learn more about these chicks and de-extinction initiatives at the link in bio. 

Photograph by Colossal Biosciences",https://www.instagram.com/p/DYhjETpk0CU/,DYhjETpk0CU
https://www.instagram.com/natgeo,24053,130,2026-05-21T17:00:01.000Z,Sidecar,"There are so many secrets left to uncover! 

Next year, National Geographic Explorers Bertie Gregory and Dr. Rae Wynn-Grant travel the globe to meet our planet’s eight extraordinary species of bear. And then dive into the deep end with Bertie and Dr. Diva Amon as they journey into the ocean’s most unexplored realms around the world for a look at creatures in Earth’s most mysterious and least understood ecosystem.

Stay tuned for #SecretsOfTheBears (working title), coming next year, and #SecretsOfTheDeep (working title), coming soon.",https://www.instagram.com/p/DYmvU3pDOd0/,DYmvU3pDOd0
https://www.instagram.com/natgeo,31829,143,2026-05-21T19:30:16.000Z,Sidecar,"A newly identified prehistoric sea predator now shares one of paleontology’s most recognizable names. 

After reexamining fossils from museums across the U.S., experts have discovered a previously unknown species of mosasaur that reigned supreme 80 million years ago. Known as Tylosaurus rex, or T. rex (“king of the Tylosaurs""), the giant marine reptile reached 43 feet (13.1 meters) long and had an incredibly powerful jaw, giving researchers a clearer picture of how mosasaurs evolved into some of the top predators of their time. 

See what set Tylosaurus rex apart from other mosasaurs at the link in bio.

Illustration courtesy of Alderon Games, Path of Titans/AMNH",https://www.instagram.com/p/DYnMxv-oO-v/,DYnMxv-oO-v
https://www.instagram.com/natgeo,28238,101,2026-05-18T13:00:01.000Z,Image,"Sperm whales, like this adult and calf swimming near Dominica and captured by @brianskerry, “speak” in clicks, which they make in rhythmic series called codas. In what may be the largest interspecies communication effort in history, scientists are using machine learning to try to decode what these animals say to one another.

Dive deeper into the work @projectceti and Nat Geo Explorer @davidfgruber are doing to decipher the language of sperm whales at the link in bio.",https://www.instagram.com/p/DYdUch_lnuR/,DYdUch_lnuR
https://www.instagram.com/natgeo,33819,112,2026-05-17T13:19:21.000Z,Video,"Unwind with a little assistance from some underwater coral. 🪸

#AmericasNationalParks is streaming on @DisneyPlus and @hulu.",https://www.instagram.com/p/DYcPBAmAtVv/,DYcPBAmAtVv
https://www.instagram.com/natgeo,105692,5908,2026-05-18T22:12:34.000Z,Video,"This cheese is banned across Europe, but in Sardinia it's a local delicacy. Rooted in the island’s pastoral traditions, casu marzu is a soft, spreadable cheese with a sharp flavor and smell. The unusual creation process—during which maggots eat and excrete the cheese—may surprise visitors and curious foodies on social media, but artisanal cheesemakers continue to champion it as part of everyday rural life.

Learn about the history of this legendary Sardinian cheese at the link in bio. 

Video by @gianlucalanciai",https://www.instagram.com/p/DYfw5Begn4R/,DYfw5Begn4R
https://www.instagram.com/natgeo,45193,514,2026-05-19T16:00:09.000Z,Video,"@antoni is on a quest to find the best sights, tastes, and experiences the world has to offer, and you're invited. 

#BestOfTheWorld with Antoni Porowski premieres Sunday, June 7 at 9/8c on National Geographic. Stream on @DisneyPlus and @hulu",https://www.instagram.com/p/DYhkH24lf3j/,DYhkH24lf3j
https://www.instagram.com/virat.kohli/,3283695,29772,2026-02-10T04:06:32.000Z,Video,"Introducing Duroflex Airboost.

India’s latest sleep-tech for adaptive comfort. 
- 1 lakh+ adaptive fibers 
- 3x breathability
- ⁠Restores energy, strengthens posture & deepens recovery
🔗 Meet the next generation of restorative sleep. Link in bio.

#AD #Airboost #ViratKohli",https://www.instagram.com/p/DUkDWOYiL8x/,DUkDWOYiL8x
https://www.instagram.com/virat.kohli/,11896344,182360,2026-01-01T08:05:00.000Z,Image,💫,https://www.instagram.com/p/DS9fE0skfUp/,DS9fE0skfUp
https://www.instagram.com/virat.kohli/,18168311,731975,2026-03-11T04:53:13.000Z,Video,IPL 2026 ⏳,https://www.instagram.com/p/DVuz3sDCIGe/,DVuz3sDCIGe
https://www.instagram.com/virat.kohli/,12497563,155389,2026-02-05T19:32:15.000Z,Image,"Champions again 🏆⭐️⭐️. Keeping the rcb flag flying high and something that each one of you can be Proud of. To smriti @smriti_mandhana and the whole squad and the management team, a big congratulations for this tremendous victory. You guys deserve this undoubtedly. Enjoy the moment and embrace the love of our amazing fans @royalchallengers.bengaluru ❤️🏆",https://www.instagram.com/p/DUY07Xyjf1Y/,DUY07Xyjf1Y
https://www.instagram.com/virat.kohli/,8545532,124192,2026-01-22T06:00:24.000Z,Video,"Sun, sand… and a little surprise!

Join us as we explore Dubai’s quiet deserts, beaches and wander through colourful streets (dance moves included!). From chole bhature to skyline views, every moment in Dubai is full of surprises; big or small, but always unforgettable. Ready to see what the city has in store for you?

#Ad #VisitDubai",https://www.instagram.com/p/DTzVFyJCBof/,DTzVFyJCBof
https://www.instagram.com/virat.kohli/,10332151,241845,2026-01-08T17:12:33.000Z,Sidecar,🏏,https://www.instagram.com/p/DTQfTTfkni5/,DTQfTTfkni5
https://www.instagram.com/virat.kohli/,13452324,324570,2026-03-08T17:25:12.000Z,Image,Champions once again ⭐️⭐️⭐️. Phenomenal victory for us in the big final at Ahmedabad. Great character shown by the boys under pressure throughout the tournament and absolutely no one could come close to this talented bunch of players. Congratulations to the whole management and the whole support staff group for being part of this amazing feat. Very well deserved. Jai Hind 🇮🇳❤️,https://www.instagram.com/p/DVobGBGjbwk/,DVobGBGjbwk
